code	name
ID-PP	パプア
ID-PS	南スマトラ
ID-PT	中部ジャワ
ID-RI	リアウ
ID-SA	北スラウェシ
ID-SB	スマトラ州
ID-SG	東南スラウェシ
ID-SL	スラウェシ
ID-SM	スマトラ
ID-SN	南スラウェシ
ID-SR	スラウェシ州
ID-SS	南スマトラ
ID-ST	中部スラウェシ
ID-SU	北スマトラ
ID-YO	ジョクジャカルタ
IE-C	コネティカット
IE-CE	クレア
IE-CO	コーク
IE-D	ダブリン
IE-DL	ドニゴール
IE-G	ゴルウェー
IE-KE	キルデア
IE-KK	キルケニ
IE-KY	ケリー
IE-LD	ロングフォード
IE-LK	リムリック
IE-LM	リートリム
IE-MH	ミース
IE-MN	モナガン
IE-MO	メーオー
IE-OY	オファリー
IE-RN	ロスコモン
IE-SO	スライゴ
IE-TA	ティペレアリ
IE-WD	ウォーターフォード
IE-WH	ウェストミース
IE-WW	ウィックロー
IE-WX	ウェクスフォード
IL-JM	カーディシーヤ
IL-Z	北ダルフール
IN-AN	アンダマン=ニコバル諸島
IN-AP	アンドラプラデシュ
IN-AR	アルナーチャルプラデシュ
IN-AS	アッサム
IN-CG	チャッティースガル
IN-CH	チャンディーガル
IN-DH	ダードラ=ナーガルハヴェリ
IN-DL	デリー
IN-GA	ゴア
IN-GJ	グジャラート
IN-HP	ヒマーチャルプラデシュ
IN-HR	ハリヤーナー
IN-JH	ジャールカンド
IN-JK	ジャンムカシミール
IN-KA	カルナータカ
IN-KL	ケーララ
IN-LD	ラクシャドウィープ
IN-MH	マハーラーシュトラ
IN-ML	メガラヤ
IN-MN	マニプル
IN-MP	マッディアプラデシュ
IN-MZ	ミゾラム
IN-NL	ナガラント
IN-PB	パンジャーブ
IN-PY	プドゥシェリー
IN-RJ	ラージャスターン
IN-SK	シッキム
IN-TN	タミルナド
IN-TR	トリプラ
IN-TS	タンガ
IN-UK	ウッタラカンド
IN-UP	ウッタルプラデシュ
IN-WB	ウェストベンガル
IQ-AN	アンバール
IQ-BA	バスラ
IQ-BG	バグダッド
IQ-KA	カルバラ
IQ-KR	ヌーリスタン
IQ-MA	ミーサーン
IQ-MU	ムサンナー
IQ-NA	ナジャフ
IQ-QA	カーディシーヤ
IQ-SU	スレイマニーヤ
IR-00	マルキャズィ
IR-01	ギーラーン
IR-02	マーザンダラン
IR-05	ケルマンシャー
IR-06	フーゼスタン
IR-07	ファールス
IR-08	ケルマーン
IR-10	イスファハン
IR-11	シスタンバルスチスタン
IR-12	クルディスタン
IR-13	ハマダーン
IR-14	チャハールマハールバフティヤーリ
IR-15	ロレスタン
IR-16	イーラーム
IR-17	コフギルイェボイェルアフマド
IR-18	ブシエール
IR-19	ザンジャーン
IR-20	セムナーン
IR-21	ヤズド
IR-22	ホルモズガン
IR-23	テヘラン
IR-24	アルダビール
IR-25	コム
IR-26	ガズヴィーン
IR-27	ゴレスタン
IS-3	ベストゥルラント
IS-4	ベストフィルジル
IS-5	ノルズルラントベストラ
IS-6	ノルズルラントエイストラ
IS-7	オイストゥルラント
IS-8	スーズルラント
IS-DAB	ダラバ
IS-HUG	ダラバ
IS-RKN	レイキャビク
IS-RKV	レイキャビク
IS-VER	ベストフィルジル
IT-21	ピエモンテ
IT-23	ヴァッレダオスタ
IT-25	ロンバルディア
IT-32	トレンティノ=アルトアディジェ
IT-34	ヴェネト
IT-36	フリウリ=ヴェネツィアジュリア
IT-42	リグーリア
IT-45	エミリア=ロマーニャ
IT-52	トスカーナ
IT-55	ウンブリア
IT-57	マルケ
IT-62	ラツィオ
IT-65	アブルッツォ
IT-67	モリーゼ
IT-72	カンパニア
IT-75	プーリア
IT-77	バジリカータ
IT-78	カラブリア
IT-82	シチリア
IT-88	サルデーニャ
IT-AG	アグリジェント
IT-AN	アンコーナ
IT-AP	アスコリピチェーノ
IT-AQ	ラクイラ
IT-AR	アレッツォ
IT-AT	アスティ
IT-AV	アヴェリーノ
IT-BA	バリ
IT-BG	ベルガモ
IT-BN	ベネヴェント
IT-BO	ボローニャ
IT-BR	ブリンディジ
IT-BS	ブレシア
IT-CA	カリアリ
IT-CH	キエティ
IT-CL	カルタニセッタ
IT-CN	クーネオ
IT-CO	コモ
IT-CS	コゼンツァ
IT-CT	カターニア
IT-CZ	カタンザーロ
IT-EN	エンナ
IT-FE	フェラーラ
IT-FG	フォッジャ
IT-FI	フィレンツェ
IT-FR	フロジノーネ
IT-GE	ジェノバ
IT-IS	イゼルニア
IT-KR	クロトーネ
IT-LE	レッチェ
IT-LI	リヴォルノ
IT-MC	マチェラータ
IT-ME	メッシーナ
IT-MI	ミラノ
IT-MO	モデナ
IT-MT	マテーラ
IT-NA	ナポリ
IT-NO	ノヴァーラ
IT-PA	パレルモ
IT-PC	ピアチェンツァ
IT-PD	パドヴァ
IT-PE	ペスカーラ
IT-PG	ペルージャ
IT-PR	パルマ
IT-PZ	ポテンツァ
IT-RA	ラヴェンナ
IT-RC	レッジョディカラブリア
IT-RG	ラグーサ
IT-RM	ローマ
IT-RN	リミニ
IT-SA	サレルノ
IT-SI	シエナ
IT-SO	ソンドリオ
IT-SR	シラクーサ
IT-SS	サッサリ
IT-SU	サルデーニャ
IT-SV	サヴォーナ
IT-TA	タラント
IT-TN	トレント
IT-TO	トリノ
IT-TP	トラパニ
IT-TS	トリエステ
IT-TV	トレヴィーゾ
IT-UD	ウーディネ
IT-VE	ヴェネツィア
IT-VI	ヴィチェンツァ
IT-VR	ヴェローナ
IT-VT	ヴィテルボ
JM-01	キングストン
JM-04	ポートランド
JM-05	セントメアリー
JM-06	セントアン
JM-07	トリローニー
JM-09	ハノーバー
JM-10	ウェストモアランド
JM-11	セントエリザベス
JM-12	マンチェスター
JM-13	クラレンドン
JM-14	セントキャサリン
JO-AJ	アジュルン
JO-AM	アカバ
JO-AQ	アカバ
JO-AT	タフィーラ
JO-AZ	アズラック
JO-BA	バルカ
JO-IR	イルビド
JO-JA	ジャラシュ
JO-KA	カラク
JO-MA	マフラク
JO-MD	マーダバー
JO-MN	マアーン
JP-01	北海道
JP-02	青森
JP-03	岩手
JP-04	宮城
JP-05	秋田
JP-06	山形
JP-07	福島
JP-08	茨城
JP-09	栃木
JP-10	群馬
JP-11	埼玉
JP-12	千葉
JP-13	東京
JP-14	神奈川
JP-15	新潟
JP-16	富山
JP-17	石川
JP-18	福井
JP-19	山梨
JP-20	長野
JP-21	岐阜
JP-22	静岡
JP-23	愛知
JP-24	三重
JP-25	滋賀
JP-26	京都
JP-27	大阪
JP-28	兵庫
JP-29	奈良
JP-30	和歌山
JP-31	鳥取
JP-32	島根
JP-33	岡山
JP-34	広島
JP-35	山口
JP-36	徳島
JP-37	香川
JP-38	愛媛
JP-39	高知
JP-40	福岡
JP-41	佐賀
JP-42	長崎
JP-43	熊本
JP-44	大分
JP-45	宮崎
JP-46	鹿児島
JP-47	沖縄
KE-01	バリ
KE-03	キゴマ
KE-04	ブシア
KE-07	バリサル
KE-08	ホークスベイ
KE-11	マカンバ
KE-13	ハンブルク
KE-14	キリス
KE-15	シニャンガ
KE-22	マナチャ
KE-24	マンディアナ
KE-28	ロンバルディア
KE-29	ドゥランゴ
KE-30	台北市
KE-32	バスノルマンディー
KE-35	バンドルボン
KE-37	ハンブルク
KE-40	リバーズ
KE-43	アーカンソー
KE-45	滋賀
KE-47	ウエストコースト
KG-B	バトケン
KG-GB	ビシュケク
KG-GO	ビシュケク
KG-J	ハラパ
KG-N	ナルイン
KG-O	オシ
KG-T	タラス
KH-1	バンテアイミアンチェイ
KH-10	クラチェ
KH-11	モンドルキリ
KH-12	プノンペン
KH-13	プレアビヒア
KH-14	プレイベーン
KH-15	プルサット
KH-16	ラタナキリ
KH-17	シエムリアプ
KH-18	プレアビヒア
KH-19	ストゥントレン
KH-2	バッタンバン
KH-20	スバイリエン
KH-21	タケオ
KH-22	オッドーミアンチェイ
KH-24	ハイリン
KH-25	ノーンカーイ
KH-3	コンポンチャム
KH-4	コンポンチュナン
KH-5	コンポンスプー
KH-6	コンポントム
KH-7	カンポット
KH-8	カンダール
KH-9	コッコン
KI-G	ギルバート諸島
KI-L	ライン諸島
KI-P	フェニックス諸島
KM-G	リオグランデドノルテ
KN-K	セントキッツ
KN-N	ネーヴィス
KP-01	ピョンヤン(平壌)
KP-02	キョンサンナムド(慶尚南道)
KP-03	ピョンアンブクド(平安北道)
KP-05	ファンヘナムド(黄海南道)
KP-06	ファンヘブクド(黄海北道)
KP-07	カンウォンド(江原道)
KP-08	キョンサンナムド(慶尚南道)
KP-09	ハムギョンブクド(咸鏡北道)
KP-10	リャンガンド(両江道)
KP-14	ランパーン
KR-11	ソウル特別市
KR-26	プサン(釜山)広域市
KR-27	テグ(大邱)広域市
KR-28	インチョン(仁川)広域市
KR-29	クァンジュ(光州)広域市
KR-30	テジョン(大田)広域市
KR-31	ウルサン(蔚山)広域市
KR-41	キョンギド(京畿道)
KR-43	チュンチョンブクド(忠清北道)
KR-44	チュンチョンナムド(忠清南道)
KR-45	チョルラブクド(全羅北道)
KR-46	チョルラナムド(全羅南道)
KR-47	キョンサンブクド(慶尚北道)
KR-48	キョンサンナムド(慶尚南道)
KW-AH	アフマディ
KW-FA	ファルワーニーヤ
KW-JA	ジャフラ
KW-KU	クウェート
KZ-10	パブロダル州
KZ-11	パブロダル州
KZ-19	パブロダル州
KZ-23	マンギスタウ州
KZ-27	西カザフスタン州
KZ-33	マンギスタウ州
KZ-35	西カザフスタン州
KZ-39	西カザフスタン州
KZ-43	パブロダル州
KZ-47	マンギスタウ州
KZ-55	パブロダル州
KZ-59	西カザフスタン州
KZ-61	アムール
KZ-62	マンギスタウ州
KZ-71	コンスタンツァ
KZ-75	アルマティ
KZ-79	タシケント
LA-AT	アタプー
LA-BK	ボケオ
LA-CH	チャンパサック
LA-HO	フワパン
LA-KH	カムアン
LA-LM	ルアンナムタ
LA-LP	ルアンパバーン
LA-OU	ウドムサイ
LA-PH	ポーンサリー
LA-SL	サラワン
LA-SV	サバナケット
LA-VI	ザグアン
LA-VT	ザグアン
LA-XA	サイヤブリ
LA-XE	セコン
LA-XI	ザグアン
LA-XS	サイソンブン
LB-AS	シャルジャ
LB-BI	バルカ
LB-JA	ジャウフ
LB-NA	ガルビーヤ
LC-03	チョイセル
LC-07	タボラ
LC-12	カナリア
LI-01	バルツェルス
LI-04	マウレン
LI-07	シャーン
LI-11	ファドゥーツ
LK-1	西ケープ
LK-11	コロラド
LK-13	北マルク
LK-2	中部
LK-21	カンダール
LK-22	マタム
LK-23	ヌワラエリア
LK-3	南部
LK-31	バレッタ
LK-32	マタム
LK-33	ハンバントタ
LK-4	北部
LK-42	キリノッチ
LK-5	東ケープ
LK-51	バッタンバン
LK-6	北西部州
LK-61	カランガラ
LK-62	プッタラム
LK-7	ノースカロライナ
LK-71	アヌラーダプタ
LK-82	マタガルパ
LK-91	ラトナプラ
LR-BG	ボング
LR-BM	ボミ
LR-CM	グランドケープマウント
LR-GB	グランドバッサ
LR-GG	グランドゲデー
LR-GK	グランドクルー
LR-LO	ロファ
LR-MG	マルギビ
LR-MO	モントセラド
LR-MY	メリーランド
LR-NI	ニンバ
LR-RG	リバーセス
LR-RI	リバーセス
LR-SI	シノー
LS-A	マセル
LS-E	マフェテング
LS-F	モハレスフーク
LS-H	カチャズネック
LS-J	モコトロング
LT-14	タリハ
LT-15	カウナス
LT-16	ラストゥーナス
LT-22	イリンガ
LT-28	イリンガ
LT-32	パネベージース
LT-33	パネベージース
LT-36	シエナ
LT-52	ラカイ
LT-57	ビリニュス
LT-59	バリナス
LT-60	サラゴーサ
LT-AL	ビリニュス
LT-KL	カウナス
LT-KU	カウナス
LT-PN	パネベージース
LT-SA	ビリニュス
LT-TA	ビリニュス
LT-TE	パネベージース
LT-UT	カウナス
LT-VL	ビリニュス
LU-DI	ディーキルヒ
LU-GR	グレーベンマッハー
LU-LU	ルクセンブルク
LU-RD	マダン
LU-VD	ザグアン
LV-041	エルガヴァ
LV-042	エカプピルス
LV-077	レゼクネ
LV-088	サルドゥス
LV-111	ダウガフピルス
LV-113	サルドゥス
LV-DGV	ダウガフピルス
LV-JEL	エルガヴァ
LV-LPX	リエパヤ
LV-REZ	レゼクネ
LV-RIX	リガ
LY-BA	ベンガジ
LY-DR	ダルナ
LY-GT	ガート
LY-JI	ケジーラ
LY-KF	クフラ
LY-MI	ミスラータ
LY-MQ	ムルズーク
LY-NL	ナールート
LY-SB	セブハー
LY-SR	スルト
LY-ZA	ザーウィア
MA-05	ベニメッラル
MA-06	カルタニセッタ
MA-AZI	アジラル
MA-BEM	ベニメッラル
MA-BES	ベンスリマヌ
MA-CAS	カサナレ
MA-FES	チェス
MA-FIG	フィギグ
MA-GUE	ゲルミン
MA-IFR	イフラーヌ
MA-JDI	ジャディーダ
MA-KEN	ケニトラ
MA-KHE	ケミセット
MA-KHN	ケニフラ
MA-KHO	クーリブガ
MA-LAR	ララシェ
MA-NAD	ナドル
MA-OUZ	ルリザンヌ
MA-RAB	ラバト
MA-SAF	サフィー
MA-SET	セッタート
MA-SIB	シディブジット
MA-SIF	シディブジット
MA-SIK	シディカセム
MA-SIL	ベンスリマヌ
MA-TAO	タウナト
MA-TAR	タルーダント
MA-TAT	タタ
MA-TAZ	タザ
MA-TET	テトワン
MA-TIZ	ティズニト
MC-CO	ラコンダミーヌ
MC-FO	フォンビエイユ
MC-MC	モンテカルロ
MD-BA	バルツィ
MD-BD	ティギーナ
MD-CU	キシナウ
ME-12	ニクシッチ
ME-16	ポドゴリツァ
MG-A	トアマシナ
MG-D	アンツィラナナ
MG-F	フィアナランツォア
MG-M	マハジャンガ
MG-T	アンタナナリボ
MG-U	トリアラ
MH-ENI	エニウェトク
MH-KWA	クワジャリン
MH-L	ラリク列島
MH-MAJ	マジュロ
MH-MAL	マロエラプ
MH-T	ラタク列島
MK-303	デバル
MK-304	デブレツェン
MK-310	オフリド
MK-312	ストルガ
MK-501	ビトラ
MK-508	プリレップ
MK-604	ゴスティバル
MK-609	テトボ
MK-703	クマノボ
MK-802	アラチノボ
ML-1	カエス
ML-10	タウナト
ML-2	クリコロ
ML-3	シカソ
ML-4	セグー
ML-5	モプティ
ML-6	トンブクトゥ
ML-7	ガオ
ML-8	キダル
ML-9	ラルナガ
ML-BKO	バマコ
MM-01	サガイン
MM-02	バゴー
MM-03	マグウェ
MM-04	マンダレー
MM-05	タニンダリー
MM-06	ヤンゴン
MM-07	エーヤワディー
MM-11	カチン
MM-12	カヤー
MM-14	チン
MM-15	モン
MM-16	ラカイン
MM-17	シャン
MN-067	ブルガン
MN-069	バヤンホンゴル
MN-1	ウランバートル
MR-01	ホッドエッシャルギ
MR-02	ホッドエルガルビ
MR-03	アッサバ
MR-04	ゴルゴル
MR-05	ブラクナ
MR-06	トラルザ
MR-07	アドラル
MR-09	タガント
MR-10	ギディマカ
MR-11	ティリスゼムール
MR-12	インシリ
MR-13	ヌアクショット
MR-14	ヌアクショット
MR-15	ヌアクショット
MT-04	ビルキルカーラ
MT-28	マルサシュロック
MT-45	ラバト
MT-47	サフィー
MT-48	サン・ルイ
MT-49	セントジョン
MT-50	セントキャサリン
MT-51	セントポール
MT-53	サン・ルイ
MT-60	バレッタ
MU-PL	ポートルイス
MV-00	サウスカロライナ
MV-01	アバディーン
MV-02	ノースカロライナ
MV-12	パルミラ環礁
MV-14	北島
MV-17	南島
MV-24	北島
MV-25	南島
MV-26	パルミラ環礁
MV-MLE	マレ
MW-C	中部
MW-LI	リロングウェ
MW-N	北部
MW-S	南部
MX-AGU	アグアスカリエンテス
MX-BCN	バハカリフォルニア
MX-BCS	バハカリフォルニアスル
MX-CAM	カンペチェ
MX-CHH	チワワ
MX-CHP	チアパス
MX-COL	コリマ
MX-DUR	ドゥランゴ
MX-GRO	ゲレロ
MX-GUA	グアナフアト
MX-HID	イダルゴ
MX-JAL	ハリスコ
MX-MEX	メキシコ
MX-MIC	ミチョアカン
MX-MOR	モレロス
MX-NAY	ナヤリット
MX-NLE	ヌエボレオン
MX-OAX	オアハカ
MX-PUE	プエブラ
MX-QUE	ケレタロ
MX-ROO	キンタナロー
MX-SIN	シナロア
MX-SLP	サンルイスポトシ
MX-SON	ソノラ
MX-TAB	タバスコ
MX-TAM	タマウリパス
MX-TLA	トラスカラ
MX-YUC	ユカタン
MX-ZAC	サカテカス
MY-01	ジョホール
MY-03	クランタン
MY-05	ヌグリスンビラン
MY-06	パハン
MY-09	ペルリス
MY-10	スランゴール
MY-11	トレンガヌ
MY-12	サバ
MY-13	サラワク
MZ-A	ニアサ
MZ-B	マニカ
MZ-G	ガザ
MZ-I	イニャンバネ
MZ-L	マプト
MZ-MPM	マプト
MZ-N	ナンプーラ
MZ-P	カーボデルガード
MZ-Q	ザンベジア
MZ-S	ソファラ
MZ-T	テテ
NA-CA	ザンベジア
NA-ER	エロンゴ
NA-HA	ハルダプ
NA-KA	カラス
NA-KE	カバンゴ
NA-KH	ホマス
NA-KU	ケネネ
NA-KW	カバンゴ
NA-OD	オチョゾンデュパ
NA-OH	オマヘケ
NA-ON	オシャナ
NA-OS	オムサティ
NA-OT	オシコト
NA-OW	オハンウェナ
NE-1	アガデズ
NE-2	ディファ
NE-3	ドーソ
NE-4	マラディ
NE-5	タウア
NE-6	ティラベリ
NE-7	ジンデル
NE-8	ニアメ
NG-AB	アビア
NG-AD	アダマワ
NG-AK	アクワイボム
NG-AN	アナンブラ
NG-BA	バウチ
NG-BE	ベルエ
NG-BO	ボルノ
NG-BY	バイエルサ
NG-CR	クロスリバー
NG-DE	デルタ
NG-EB	エボニー
NG-ED	エド
NG-EK	エキティ
NG-EN	エヌーグー
NG-FC	アブジャ首都特別地域
NG-GO	ゴンベ
NG-IM	イモ
NG-JI	ジガワ
NG-KD	カドゥナ
NG-KE	ケビ
NG-KN	カノ
NG-KO	コギ
NG-KT	カッシナ
NG-KW	クワラ
NG-LA	ラゴス
NG-NA	ナサラワ
NG-NI	ナイジャー
NG-OG	オグン
NG-ON	オンド
NG-OS	オスン
NG-OY	オヨ
NG-PL	プラトー
NG-RI	リバーズ
NG-SO	ソコト
NG-TA	タラバ
NG-YO	ヨベ
NG-ZA	ザンファラ
NI-AN	クアンザノルテ
NI-BO	ボアコ
NI-CA	カラソ
NI-CI	チナンデガ
NI-CO	チョンタレス
NI-ES	エステリ
NI-GR	グラナダ
NI-JI	ヒノテガ
NI-LE	レオン
NI-MD	マドリス
NI-MN	マナグア
NI-MS	マサヤ
NI-MT	マタガルパ
NI-NS	ヌエバセゴビア
NI-RI	リバス
NI-SJ	リオサンファン
NL-AW	アルーバ
NL-CW	キュラソー
NL-DR	ドレンテ
NL-FL	フレーフォラント
NL-GE	ヘルデルラント
NL-GR	フローニンゲン
NL-LI	リンブルフ
NL-NB	ノールトブラーバント
NL-NH	ノールトホラント
NL-OV	オーフェルアイセル
NL-UT	ユトレヒト
NL-ZE	ゼーラント
NL-ZH	ザイトホラント
NO-03	オスロ
NO-11	ローガラン
NO-15	メーレオロムスダール
NO-18	ノールラン
NO-34	イングランド
NO-42	エウストアグデル
NO-46	ベストゥルラント
NO-50	セールトレネダーグ
NP-P1	鹿児島
NP-P2	マッディアプラデシュ
NP-P5	ルンビニ
NP-P7	極西部
NR-02	アナバル
NR-04	アニバレ
NR-14	ヤレン
NZ-AUK	オークランド
NZ-BOP	ベイオブプレンティ
NZ-CAN	カンタベリー
NZ-HKB	ホークスベイ
NZ-MBH	ピーターバラ
NZ-MWT	マナワツウォンガヌイ
NZ-NTL	ノースランド
NZ-OTA	オターゴ
NZ-STL	サウスランド
NZ-TAS	タスマニア
NZ-WGN	ウェリントン
NZ-WKO	ワイカト
NZ-WTC	ウエストコースト
OM-BJ	バーティナ
OM-BS	バーティナ
OM-DA	ダーヒリーヤ
OM-MA	マスカット
OM-MU	ムサンダム
OM-ZA	ザーヒラ
OM-ZU	ズファール
PA-1	ボカスデルトロ
PA-10	パナマ
PA-2	コクレ
PA-3	コロン
PA-4	チリキ
PA-5	ダリエン
PA-6	エレーラ
PA-7	ロスサントス
PA-8	パナマ
PA-9	ベアグアス
PA-EM	エンベラ
PA-KY	クナヤラ
PA-NB	ノーベブグレ
PE-AMA	アマゾナス
PE-ANC	アンカシュ
PE-APU	アリマ
PE-ARE	アレキパ
PE-AYA	アヤクチョ
PE-CAJ	カハマルカ
PE-CAL	カリャオ憲法特別市
PE-HUC	ワヌコ
PE-HUV	ワンカベリカ
PE-ICA	イカ
PE-LAL	ラリベルタッド
PE-LAM	ランバイエケ
PE-LIM	リマ
PE-LOR	ロレト
PE-MDD	マドレデディオス
PE-MOQ	モケグア
PE-PAS	パスコ
PE-PIU	ピウラ
PE-PUN	プノ
PE-SAM	サンマリノ
PE-TAC	タクナ
PE-TUM	トゥンペス
PE-UCA	ウカヤリ
PG-CPK	チンブ
PG-CPM	セントラル
PG-EBR	東ニューブリテン
PG-EHG	東ハイランド
PG-EPW	エンガ
PG-ESW	東セピック
PG-GPK	ガルフ
PG-MBA	ミルンベイ
PG-MPL	モロベ
PG-MPM	マダン
PG-MRL	マヌス島
PG-NCD	首都特別区 (ポートモレスビー)
PG-NIK	ニューアイルランド
PG-NSB	ブーゲンビル
PG-SAN	東セピック
PG-SHM	南ハイランド
PG-WBK	西ニューブリテン
PG-WHM	西ハイランド
PH-11	ダバオ
PH-40	ダバオ
PH-41	ダバオ
PH-AGN	北アグサン
PH-AGS	南アグサン
PH-BAN	バタンガス
PH-BOH	ボホール
PH-BTG	バタンガス
PH-BUK	ブキドノン
PH-CAM	カミギン
PH-CEB	セブ
PH-COM	南ダバオ
PH-DAS	南ダバオ
PH-DIN	ディナガットアイランズ
PH-DVO	西カサイ州
PH-ILI	イロイロ
PH-ISA	イサベラ
PH-KAL	イーリング
PH-LAN	北ラナオ
PH-LAS	南ラナオ
PH-LEY	レイテ
PH-MAS	マスバテ
PH-MGN	北ラナオ
PH-MGS	南ラナオ
PH-MSC	西ミサミス
PH-MSR	東ミサミス
PH-NCO	南コタバト
PH-NEC	西ネグロス
PH-NER	東ネグロス
PH-QUE	ケソン
PH-SAR	サランガニ
PH-SCO	南コタバト
PH-SLE	南レイテ
PH-SLU	スールー
PH-SUK	スルタンクダラット
PH-SUN	北スリガオ
PH-SUR	南スリガオ
PH-WSA	サマルカンド
PH-ZAN	北サンボアンガ
PH-ZAS	南サンボアンガ
PH-ZSI	サンボアンガシブガイ
PK-BA	バルチスターン
PK-GB	ギルギットバルチスタン
PK-IS	イスラマバード
PK-JK	ジャンムカシミール
PK-KP	ハイバルパフトゥンハー
PK-PB	パンジャーブ
PK-SD	シンド
PL-02	ドルノシロンスク
PL-04	クヤウスコポモジェ
PL-08	ルブスコ
PL-12	マウォポルスカ
PL-18	ポドカルパチ
PL-20	ポドラスカ
PL-28	ワルミンスコマズーリ
PL-32	ザホドニオポモジェ
PS-BTH	ベツレヘム
PS-GZA	ガザ
PS-HBN	ヘブロン
PS-JEM	エルサレム
PS-JRH	ジェリコ
PS-NGZ	ノース
PS-QQA	カルキリヤ
PT-01	アヴェイロ
PT-02	ベジャ
PT-03	ブラガ
PT-04	ブラガンサ
PT-05	カステロブランコ
PT-06	コインブラ
PT-07	エヴォラ
PT-08	ファロ
PT-09	グアルダ
PT-10	レイリア
PT-11	リスボン
PT-12	ポルタレグレ
PT-13	ポルト
PT-14	サンタレン
PT-15	セトゥーヴァル
PT-16	ビアナドカステロ
PT-17	ヴィラレアル
PT-18	ビゼウ
PW-010	アンガウル
PW-150	コロール
PW-350	ペリリュー
PY-1	コンセプシオン
PY-10	アルトパラナ
PY-11	セントラル
PY-12	ニェエンプケ
PY-13	アマンバイ
PY-14	カネンディユ
PY-15	プレジデンテアイエス
PY-16	アルトパラグアイ
PY-19	ボケロン
PY-2	サンペドロ
PY-3	コルディエラ
PY-4	グアイラ
PY-5	カーグア
PY-6	カアサパ
PY-7	イタプア
PY-8	ミシオネス
PY-9	パラグアリ
PY-ASU	アスンシオン
QA-DA	ドーハ
QA-MS	シャルジャ
QA-RA	ラヤーン
QA-SH	シャルジャ
QA-WA	ワクラ
RO-AB	アルバ
RO-AG	アルジェシュ
RO-AR	アラド
RO-B	ブカレスト
RO-BC	バカウ
RO-BH	ビホル
RO-BN	ビストリツァナサウド
RO-BR	ブライラ
RO-BT	ボトシャニ
RO-BV	ブラショブ
RO-BZ	ブザウ
RO-CJ	クルジュ
RO-CS	カラシュセベリン
RO-CT	コンスタンツァ
RO-CV	コバスナ
RO-DB	ドゥンボビツァ
RO-DJ	ドルジュ
RO-GJ	ゴルジュ
RO-GL	ガラツィ
RO-GR	ジュルジュ
RO-HD	フネドアラ
RO-HR	ハルギータ
RO-IL	ヤロミツァ
RO-IS	ヤシ
RO-MH	メヘディンツ
RO-MM	マラムレシュ
RO-MS	ムレシュ
RO-NT	ネアムツ
RO-OT	オルト
RO-PH	プラホバ
RO-SB	シビウ
RO-SJ	サラジュ
RO-SM	サトゥマーレ
RO-SV	スチャバ
RO-TL	トゥルチャ
RO-TM	ティミシュ
RO-TR	テレオルマン
RO-VL	バルチャ
RO-VN	ブランチャ
RO-VS	バスルイ
RS-KM	コソボ-Metohija
RS-VO	ヴォイヴォディナ
RU-AD	アディゲヤ共和国
RU-AL	アディゲヤ共和国
RU-ALT	アルタイ
RU-AMU	アムール
RU-ARK	アルハンゲリスク
RU-AST	アストラハン
RU-BEL	アムール
RU-BRY	アストラハン
RU-BU	ブリヤート共和国
RU-CE	チェチェン共和国
RU-DA	ダゲスタン共和国
RU-IN	ブリヤート共和国
RU-IRK	アムール
RU-IVA	イワノフランキスク
RU-KAM	カムチャツカ
RU-KB	カバルダバルカル共和国
RU-KC	カラチャイチェルケス共和国
RU-KDA	クラスノダル
RU-KEM	アムール
RU-KGD	キロボアラード
RU-KGN	アムール
RU-KHA	ハバロフスク
RU-KIR	キロボアラード
RU-KK	カルムイク共和国
RU-KL	カルムイク共和国
RU-KO	コミ共和国
RU-KOS	アストラハン
RU-KR	カルムイク共和国
RU-KRS	アムール
RU-KYA	クラスノダル
RU-LEN	アムール
RU-LIP	ウイチェブスク州
RU-MAG	アストラハン
RU-ME	コミ共和国
RU-MO	コミ共和国
RU-MOS	ミコライフ
RU-MUR	アムール
RU-NGR	キロボアラード
RU-NVS	アムール
RU-OMS	アムール
RU-ORE	アムール
RU-ORL	アムール
RU-PER	プルゼニ
RU-PNZ	リフネ
RU-PRI	プレショフ
RU-PSK	ポルターバ
RU-ROS	ポルターバ
RU-RYA	アストラハン
RU-SA	ダゲスタン共和国
RU-SAK	アストラハン
RU-SAM	アムール
RU-SAR	アムール
RU-SE	ブリヤート共和国
RU-SMO	アムール
RU-STA	スタヴロポリ
RU-SVE	アムール
RU-TAM	アムール
RU-TOM	アムール
RU-TUL	アムール
RU-TVE	アムール
RU-TY	アディゲヤ共和国
RU-TYU	アムール
RU-UD	ブリヤート共和国
RU-ULY	ポルターバ
RU-VGG	キロボアラード
RU-VLA	アムール
RU-VLG	ボルィン
RU-YAR	ポルターバ
RU-YEV	アムール
RU-ZAB	カムチャツカ
SA-01	リヤド
SA-03	マディーナ
SA-05	カシーム
SA-06	ハーイール
SA-07	タブーク
SA-08	ファドゥートアッシャマリーヤ
SA-10	ナジュラーン
SA-11	バーハ
SA-12	ジャウフ
SA-14	アシール
SB-CE	セントラル
SB-CH	チョイセル
SB-GU	ガダルカナル
SB-ML	マライタ
SC-22	サン・ルイ
SD-DC	セントラル
SD-DE	東ダンバートンシャー
SD-DN	ノースダコタ
SD-DS	サウスダコタ
SD-GK	ウェストモアランド
SD-KA	カッサラ
SD-KN	ノースカロライナ
SD-KS	サウスカロライナ
SD-NR	リバーセス
SD-SI	ラヴェンナ
SE-AB	ストックホルム
SE-AC	ベステルボッテン
